"region","culture","indicateur","Unit","Date","Value"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2021","753.188266813518"
"REGION DE DIOURBEL","MAIS","Rendement kg/ha","KG/HA","2022","798.179106829331"
"REGION DE DIOURBEL","FONIO","Production en tonne","tonnes","2019","81"
"REGION DE DIOURBEL","FONIO","Production en tonne","tonnes","2021","0"
"REGION DE DIOURBEL","FONIO","Superficie en ha","Ha","2019","162"
"REGION DE DIOURBEL","FONIO","Superficie en ha","Ha","2021","0"
"REGION DE DIOURBEL","FONIO","Rendement kg/ha","KG/HA","2019","500"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2010","69124"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2011","63308"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2012","90190"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2013","63139"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2014","46231"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2015","103444"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2016","82406"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2017","86687.8965176316"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2018","79036.325166119"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2019","61982"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2020","78631.8193402457"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2021","85354.3669410927"
"REGION DE DIOURBEL","MIL","Production en tonne","tonnes","2022","95910.736373622"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2010","121197"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2011","104204"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2012","124779"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2013","107789"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2014","105277"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2015","129864"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2016","130908"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2017","101054.149132477"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2018","110503.531524048"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2019","95145"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2020","112673.847479113"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2021","112094.486697296"
"REGION DE DIOURBEL","MIL","Superficie en ha","Ha","2022","114335.899992412"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2010","570"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2011","608"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2012","723"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2013","586"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2014","439"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2015","797"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2016","629"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2017","857.836093439249"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2018","715.238002587449"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2019","651.447790214935"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2020","697.871077446099"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2021","761.45017882625"
"REGION DE DIOURBEL","MIL","Rendement kg/ha","KG/HA","2022","838.850583062602"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2010","1470"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2011","347"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2012","1308"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2013","473"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2014","11250"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2015","5831"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2016","22059"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2017","18801.25"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2018","85875"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2019","108072.072"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2020","114590.5437272"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2021","95109.7177767844"
"REGION DE DIOURBEL","MANIOC","Production en tonne","tonnes","2022","114119.113008"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2010","210"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2011","58"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2012","174"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2013","63"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2014","1500"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2015","766"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2016","3228"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2017","2473.5"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2018","10450"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2019","12589"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2020","12634"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2021","12368.714722098"
"REGION DE DIOURBEL","MANIOC","Superficie en ha","Ha","2022","12911.1"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2010","7000"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2011","6031"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2012","7500"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2013","7500"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2014","7500"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2015","7613"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2016","6833"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2017","7601.0713563776"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2018","8217.7033492823"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2019","8584.64310112003"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2020","9070.01295925281"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2021","7689.53928631409"
"REGION DE DIOURBEL","MANIOC","Rendement kg/ha","KG/HA","2022","8838.83735762251"
"REGION DE DIOURBEL","RIZ","Production en tonne","tonnes","2017","121.375590041303"
"REGION DE DIOURBEL","RIZ","Production en tonne","tonnes","2019","0"
"REGION DE DIOURBEL","RIZ","Production en tonne","tonnes","2021","0"
"REGION DE DIOURBEL","RIZ","Superficie en ha","Ha","2017","85.1487586663468"
"REGION DE DIOURBEL","RIZ","Superficie en ha","Ha","2019","0"
"REGION DE DIOURBEL","RIZ","Superficie en ha","Ha","2021","0"
"REGION DE DIOURBEL","RIZ","Rendement kg/ha","KG/HA","2017","1425.45342929672"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2010","4387"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2011","1822"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2012","5860"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2013","4894"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2014","7571"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2015","7301"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2016","17335"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2017","9152.06035112081"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2018","14437.7"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2019","13439.6"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2020","18347.5"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2021","17841.6163899241"
"REGION DE DIOURBEL","NIEBE","Production en tonne","tonnes","2022","16004.6855053344"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2010","14391"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2011","10497"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2012","20404"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2013","20561"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2014","21908"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2015","28997"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2016","31897"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2017","18703.5924632124"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2018","25420"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2019","27637"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2020","28090"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2021","28001.86472784"
"REGION DE DIOURBEL","NIEBE","Superficie en ha","Ha","2022","28001.86472784"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2010","305"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2011","174"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2012","287"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2013","238"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2014","346"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2015","252"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2016","543"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2017","489.320988420902"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2018","567.966168371361"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2019","486.290118319644"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2020","653.168387326451"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2021","637.158152263541"
"REGION DE DIOURBEL","NIEBE","Rendement kg/ha","KG/HA","2022","571.557846625201"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2010","2107"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2011","1374"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2012","1755"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2013","1134"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2014","1978"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2015","10666"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2016","8960"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2017","9482.9185"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2018","11752.1884"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2019","13762.5"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2020","14888.5797484441"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2021","10227.3894344955"
"REGION DE DIOURBEL","SORGHO","Production en tonne","tonnes","2022","12278.9727067224"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2010","3684"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2011","2221"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2012","2652"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2013","2090"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2014","3500"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2015","12784"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2016","14062"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2017","12049.92"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2018","14445.314"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2019","16125"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2020","17950.0329440134"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2021","14926.4234621566"
"REGION DE DIOURBEL","SORGHO","Superficie en ha","Ha","2022","15099.2533888027"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2010","572"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2011","619"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2012","662"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2013","542"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2014","565"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2015","834"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2016","637"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2017","786.969415564585"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2018","813.564066520118"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2019","853.488372093023"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2020","829.445817446795"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2021","685.186874164816"
"REGION DE DIOURBEL","SORGHO","Rendement kg/ha","KG/HA","2022","813.217209522973"
"BAMBEY","ARACHIDE","Production en tonne","tonnes","2017","24425.5569976165"
"BAMBEY","ARACHIDE","Production en tonne","tonnes","2018","16801.1709226214"
"BAMBEY","ARACHIDE","Production en tonne","tonnes","2019","13846"
"BAMBEY","ARACHIDE","Production en tonne","tonnes","2020","22627.6232543453"
"BAMBEY","ARACHIDE","Production en tonne","tonnes","2021","20300.8548445978"
"BAMBEY","ARACHIDE","Production en tonne","tonnes","2022","15062.2224029047"
"BAMBEY","ARACHIDE","Superficie en ha","Ha","2017","25576.499473944"
"BAMBEY","ARACHIDE","Superficie en ha","Ha","2018","17388.3284039469"
"BAMBEY","ARACHIDE","Superficie en ha","Ha","2019","19780"
"BAMBEY","ARACHIDE","Superficie en ha","Ha","2020","22205.475"
"BAMBEY","ARACHIDE","Superficie en ha","Ha","2021","22637.1313164139"
"BAMBEY","ARACHIDE","Superficie en ha","Ha","2022","21517.4605755782"
"BAMBEY","ARACHIDE","Rendement kg/ha","KG/HA","2017","955"
"BAMBEY","ARACHIDE","Rendement kg/ha","KG/HA","2018","966.232666666666"
"BAMBEY","ARACHIDE","Rendement kg/ha","KG/HA","2019","700"
"BAMBEY","ARACHIDE","Rendement kg/ha","KG/HA","2020","1019.01099860937"
"BAMBEY","ARACHIDE","Rendement kg/ha","KG/HA","2021","896.794499304684"
"BAMBEY","ARACHIDE","Rendement kg/ha","KG/HA","2022","700"
"BAMBEY","MAIS","Production en tonne","tonnes","2017","18.6"
"BAMBEY","MAIS","Production en tonne","tonnes","2018","20.46"
"BAMBEY","MAIS","Production en tonne","tonnes","2019","30"
"BAMBEY","MAIS","Production en tonne","tonnes","2020","356"
"BAMBEY","MAIS","Production en tonne","tonnes","2021","76.03827896"
"BAMBEY","MAIS","Production en tonne","tonnes","2022","74.772"
"BAMBEY","MAIS","Superficie en ha","Ha","2017","31"
"BAMBEY","MAIS","Superficie en ha","Ha","2018","34.1"
"BAMBEY","MAIS","Superficie en ha","Ha","2019","50"
"BAMBEY","MAIS","Superficie en ha","Ha","2020","400"
"BAMBEY","MAIS","Superficie en ha","Ha","2021","108.08"
"BAMBEY","MAIS","Superficie en ha","Ha","2022","124.62"
"BAMBEY","MAIS","Rendement kg/ha","KG/HA","2017","600"
"BAMBEY","MAIS","Rendement kg/ha","KG/HA","2018","600"
"BAMBEY","MAIS","Rendement kg/ha","KG/HA","2019","600"
"BAMBEY","MAIS","Rendement kg/ha","KG/HA","2020","890"
"BAMBEY","MAIS","Rendement kg/ha","KG/HA","2021","703.537"
"BAMBEY","MAIS","Rendement kg/ha","KG/HA","2022","600"
"BAMBEY","FONIO","Production en tonne","tonnes","2019","45"
"BAMBEY","FONIO","Production en tonne","tonnes","2021","0"
"BAMBEY","FONIO","Superficie en ha","Ha","2019","90"
"BAMBEY","FONIO","Rendement kg/ha","KG/HA","2019","500"
"BAMBEY","MIL","Production en tonne","tonnes","2017","53814.4743997847"
"BAMBEY","MIL","Production en tonne","tonnes","2018","49358.6819147598"
"BAMBEY","MIL","Production en tonne","tonnes","2019","35187"
"BAMBEY","MIL","Production en tonne","tonnes","2020","36957.4595759086"
"BAMBEY","MIL","Production en tonne","tonnes","2021","46560.1928967853"
"BAMBEY","MIL","Production en tonne","tonnes","2022","49443.7254756643"
"BAMBEY","MIL","Superficie en ha","Ha","2017","62720.8326337817"
"BAMBEY","MIL","Superficie en ha","Ha","2018","68992.9158971599"
"BAMBEY","MIL","Superficie en ha","Ha","2019","58645"
"BAMBEY","MIL","Superficie en ha","Ha","2020","57566.1364110726"
"BAMBEY","MIL","Superficie en ha","Ha","2021","59179.3636932871"
"BAMBEY","MIL","Superficie en ha","Ha","2022","61420.7769884028"
"BAMBEY","MIL","Rendement kg/ha","KG/HA","2017","858"
"BAMBEY","MIL","Rendement kg/ha","KG/HA","2018","715.416666666667"
"BAMBEY","MIL","Rendement kg/ha","KG/HA","2019","600"
"BAMBEY","MIL","Rendement kg/ha","KG/HA","2020","642"
"BAMBEY","MIL","Rendement kg/ha","KG/HA","2021","786.764"
"BAMBEY","MIL","Rendement kg/ha","KG/HA","2022","805"
"BAMBEY","MANIOC","Production en tonne","tonnes","2017","1301.25"
"BAMBEY","MANIOC","Production en tonne","tonnes","2018","38675"
"BAMBEY","MANIOC","Production en tonne","tonnes","2019","60522.072"
"BAMBEY","MANIOC","Production en tonne","tonnes","2020","33070.0781292"
"BAMBEY","MANIOC","Production en tonne","tonnes","2021","24149.7177767844"
"BAMBEY","MANIOC","Production en tonne","tonnes","2022","30269.35"
"BAMBEY","MANIOC","Superficie en ha","Ha","2017","173.5"
"BAMBEY","MANIOC","Superficie en ha","Ha","2018","4550"
"BAMBEY","MANIOC","Superficie en ha","Ha","2019","6689"
"BAMBEY","MANIOC","Superficie en ha","Ha","2020","3374"
"BAMBEY","MANIOC","Superficie en ha","Ha","2021","3018.71472209805"
"BAMBEY","MANIOC","Superficie en ha","Ha","2022","3561.1"
"BAMBEY","MANIOC","Rendement kg/ha","KG/HA","2017","7500"
"BAMBEY","MANIOC","Rendement kg/ha","KG/HA","2018","8500"
"BAMBEY","MANIOC","Rendement kg/ha","KG/HA","2019","9048"
"BAMBEY","MANIOC","Rendement kg/ha","KG/HA","2020","9801.4458"
"BAMBEY","MANIOC","Rendement kg/ha","KG/HA","2021","8000"
"BAMBEY","MANIOC","Rendement kg/ha","KG/HA","2022","8500"
"BAMBEY","RIZ","Production en tonne","tonnes","2021","0"
"BAMBEY","NIEBE","Production en tonne","tonnes","2017","4573.8683031996"
"BAMBEY","NIEBE","Production en tonne","tonnes","2018","6792.5"
"BAMBEY","NIEBE","Production en tonne","tonnes","2019","6174.8"
"BAMBEY","NIEBE","Production en tonne","tonnes","2020","7345"
"BAMBEY","NIEBE","Production en tonne","tonnes","2021","8564.63404186177"
"BAMBEY","NIEBE","Production en tonne","tonnes","2022","6588.18003220136"
"BAMBEY","NIEBE","Superficie en ha","Ha","2017","9836.27592085935"
"BAMBEY","NIEBE","Superficie en ha","Ha","2018","12350"
"BAMBEY","NIEBE","Superficie en ha","Ha","2019","15437"
"BAMBEY","NIEBE","Superficie en ha","Ha","2020","11300"
"BAMBEY","NIEBE","Superficie en ha","Ha","2021","13176.3600644027"
"BAMBEY","NIEBE","Superficie en ha","Ha","2022","13176.3600644027"
"BAMBEY","NIEBE","Rendement kg/ha","KG/HA","2017","465"
"BAMBEY","NIEBE","Rendement kg/ha","KG/HA","2018","550"
"BAMBEY","NIEBE","Rendement kg/ha","KG/HA","2019","400"
"BAMBEY","NIEBE","Rendement kg/ha","KG/HA","2020","650"
"BAMBEY","NIEBE","Rendement kg/ha","KG/HA","2021","650"
"BAMBEY","NIEBE","Rendement kg/ha","KG/HA","2022","500"
"BAMBEY","SORGHO","Production en tonne","tonnes","2017","6183.1295"
"BAMBEY","SORGHO","Production en tonne","tonnes","2018","7225"
"BAMBEY","SORGHO","Production en tonne","tonnes","2019","9562.5"
"BAMBEY","SORGHO","Production en tonne","tonnes","2020","7810.97974844413"
"BAMBEY","SORGHO","Production en tonne","tonnes","2021","5974.99926583466"
"BAMBEY","SORGHO","Production en tonne","tonnes","2022","7888.37452992242"
"BAMBEY","SORGHO","Superficie en ha","Ha","2017","7274.27"
"BAMBEY","SORGHO","Superficie en ha","Ha","2018","8500"
"BAMBEY","SORGHO","Superficie en ha","Ha","2019","10625"
"BAMBEY","SORGHO","Superficie en ha","Ha","2020","8650.03294401343"
"BAMBEY","SORGHO","Superficie en ha","Ha","2021","8775.19241661925"
"BAMBEY","SORGHO","Superficie en ha","Ha","2022","8764.86058880269"
"BAMBEY","SORGHO","Rendement kg/ha","KG/HA","2017","850"
"BAMBEY","SORGHO","Rendement kg/ha","KG/HA","2018","850"
"BAMBEY","SORGHO","Rendement kg/ha","KG/HA","2019","900"
"BAMBEY","SORGHO","Rendement kg/ha","KG/HA","2020","903"
